Group;Journey;AvailabilitySLA;AvailabilitySlo;ExperienceSlo;LatencySLA;LatencySlo;Feature;Source;year;month;month_name;total;ava;ava_prop;exp;exp_prop;lat
Sales;Checkout Order;0.95;0.99;0.99;1000;1.0;Login;LoginController::Login;2020;2020-10;Oct;407056.0;402276.0;0.9882380253613211;398355.0;0.9786004096936505;0.9956681693548387
Sales;Checkout Order;0.95;0.99;0.99;1000;1.0;Login;LoginController::Login;2020;2020-11;Nov;388317.0;383594.0;0.98779024098353;380141.0;0.9788537358782119;0.997301523611111
Sales;Checkout Order;0.95;0.99;0.99;1000;1.0;Login;LoginController::Login;2020;2020-12;Dec;390724.0;386158.0;0.9883346097058127;382376.0;0.9786493371988348;0.9974084277777779
Sales;Checkout Order;0.95;0.99;0.99;1000;1.0;Dashboard;CatalogController::LoadSilders;2020;2020-01;Jan;404665.0;399618.0;0.9874893740469383;396125.0;0.9789334577882985;0.9987204959677423
Sales;Checkout Order;0.95;0.99;0.99;1000;1.0;Dashboard;CatalogController::LoadSilders;2020;2020-02;Feb;379022.0;374528.0;0.9881262652345311;371123.0;0.9791348934572925;0.9949667686781609
Sales;Checkout Order;0.95;0.99;0.99;1000;1.0;Dashboard;CatalogController::LoadSilders;2020;2020-03;Mar;417087.0;412168.0;0.9882203381222011;408651.0;0.9797612384350722;1.0115378440860214
Sales;Checkout Order;0.95;0.99;0.99;1000;1.0;Dashboard;CatalogController::LoadSilders;2020;2020-04;Apr;397080.0;392565.0;0.9886801581961054;388615.0;0.978681864220136;1.0023017458333332
Sales;Checkout Order;0.95;0.99;0.99;1000;1.0;Dashboard;CatalogController::LoadSilders;2020;2020-05;May;406779.0;402073.0;0.9884127523130924;398290.0;0.9791422011999946;0.9914389811827957
Sales;Checkout Order;0.95;0.99;0.99;1000;1.0;Dashboard;CatalogController::LoadSilders;2020;2020-06;Jun;386666.0;382226.0;0.9884638742818662;378677.0;0.9793398436867357;1.0020026777777777
Sales;Checkout Order;0.95;0.99;0.99;1000;1.0;Dashboard;CatalogController::LoadSilders;2020;2020-07;Jul;419416.0;414663.0;0.9886067521686954;410315.0;0.9782653594039594;1.004819805107527
Sales;Checkout Order;0.95;0.99;0.99;1000;1.0;Dashboard;CatalogController::LoadSilders;2020;2020-08;Aug;421841.0;417097.0;0.9887706719375986;413109.0;0.9792656605242249;1.001734823924731
Sales;Checkout Order;0.95;0.99;0.99;1000;1.0;Dashboard;CatalogController::LoadSilders;2020;2020-09;Sep;395044.0;390318.0;0.9880406635801326;386751.0;0.978990033130083;1.0053788013888891
Sales;Checkout Order;0.95;0.99;0.99;1000;1.0;Dashboard;CatalogController::LoadSilders;2020;2020-10;Oct;402609.0;398035.0;0.9885691294119702;394225.0;0.9791906953854128;0.9984497123655912
Sales;Checkout Order;0.95;0.99;0.99;1000;1.0;Dashboard;CatalogController::LoadSilders;2020;2020-11;Nov;382861.0;378307.0;0.9880120380438444;374743.0;0.978860399298314;1.006444866666667
Sales;Checkout Order;0.95;0.99;0.99;1000;1.0;Dashboard;CatalogController::LoadSilders;2020;2020-12;Dec;404486.0;399829.0;0.9884815234724709;396011.0;0.9790729875553601;1.0009673194444444
Sales;Checkout Order;0.95;0.99;0.99;1000;1.0;Dashboard;CatalogController::LoadBanners;2020;2020-01;Jan;405279.0;400462.0;0.9881166547353829;396705.0;0.9788014339870207;1.00290974327957
Sales;Checkout Order;0.95;0.99;0.99;1000;1.0;Dashboard;CatalogController::LoadBanners;2020;2020-02;Feb;384944.0;380693.0;0.9889064066101892;376937.0;0.9791459403881929;0.9885951221264369
Sales;Checkout Order;0.95;0.99;0.99;1000;1.0;Dashboard;CatalogController::LoadBanners;2020;2020-03;Mar;396002.0;391527.0;0.9887457921612344;387562.0;0.9786807007640798;1.0035974018817204
Sales;Checkout Order;0.95;0.99;0.99;1000;1.0;Dashboard;CatalogController::LoadBanners;2020;2020-04;Apr;395824.0;391189.0;0.9882634742028219;387548.0;0.9791114068823695;1.0118281763888888
Sales;Checkout Order;0.95;0.99;0.99;1000;1.0;Dashboard;CatalogController::LoadBanners;2020;2020-05;May;414214.0;409301.0;0.9881950877444893;405679.0;0.9793830313428196;0.9999727177419354
Sales;Checkout Order;0.95;0.99;0.99;1000;1.0;Dashboard;CatalogController::LoadBanners;2020;2020-06;Jun;395485.0;390955.0;0.9885086198359117;387360.0;0.9794571200432974;0.9993947708333333
Sales;Checkout Order;0.95;0.99;0.99;1000;1.0;Dashboard;CatalogController::LoadBanners;2020;2020-07;Jul;412688.0;408060.0;0.9888203742086777;403781.0;0.9783656286083225;1.0035275873655911
Sales;Checkout Order;0.95;0.99;0.99;1000;1.0;Dashboard;CatalogController::LoadBanners;2020;2020-08;Aug;410130.0;405368.0;0.988360279261261;401380.0;0.9786719513762501;1.001044001344086
Sales;Checkout Order;0.95;0.99;0.99;1000;1.0;Dashboard;CatalogController::LoadBanners;2020;2020-09;Sep;394619.0;389929.0;0.9880832404402714;386489.0;0.9794302374970567;1.0125436041666667
Sales;Checkout Order;0.95;0.99;0.99;1000;1.0;Dashboard;CatalogController::LoadBanners;2020;2020-10;Oct;417347.0;412648.0;0.9887388898329259;408399.0;0.9785835775851538;1.0033479623655914
Sales;Checkout Order;0.95;0.99;0.99;1000;1.0;Dashboard;CatalogController::LoadBanners;2020;2020-11;Nov;397777.0;393154.0;0.9883746087616322;389502.0;0.979213782324555;1.0025249513888892
Sales;Checkout Order;0.95;0.99;0.99;1000;1.0;Dashboard;CatalogController::LoadBanners;2020;2020-12;Dec;400616.0;395630.0;0.9876125798463593;392133.0;0.978816797993534;1.0072844347222223
Sales;Checkout Order;0.95;0.99;0.99;1000;1.0;Dashboard;CatalogController::LoadProducts;2020;2020-01;Jan;405126.0;400556.0;0.988783944152291;396244.0;0.9780061043783248;1.0052578884408603
Sales;Checkout Order;0.95;0.99;0.99;1000;1.0;Dashboard;CatalogController::LoadProducts;2020;2020-02;Feb;383892.0;379589.0;0.9888193449512337;375929.0;0.9792521517846573;0.9916733275862069
Sales;Checkout Order;0.95;0.99;0.99;1000;1.0;Dashboard;CatalogController::LoadProducts;2020;2020-03;Mar;409320.0;404479.0;0.9881242352027134;400794.0;0.9791634873480022;0.9995444543010753
Sales;Checkout Order;0.95;0.99;0.99;1000;1.0;Dashboard;CatalogController::LoadProducts;2020;2020-04;Apr;402044.0;397262.0;0.9880480245599113;393939.0;0.9798682723874506;0.9903403722222224
Sales;Checkout Order;0.95;0.99;0.99;1000;1.0;Dashboard;CatalogController::LoadProducts;2020;2020-05;May;399358.0;394504.0;0.9878855267016441;391267.0;0.9797671951061616;1.0028877338709679
Sales;Checkout Order;0.95;0.99;0.99;1000;1.0;Dashboard;CatalogController::LoadProducts;2020;2020-06;Jun;405941.0;401429.0;0.9888930497484653;397761.0;0.9798174544765762;0.9951321611111109
Sales;Checkout Order;0.95;0.99;0.99;1000;1.0;Dashboard;CatalogController::LoadProducts;2020;2020-07;Jul;408794.0;403881.0;0.9879413913185786;400452.0;0.9795873441492888;0.9947572741935484
Sales;Checkout Order;0.95;0.99;0.99;1000;1.0;Dashboard;CatalogController::LoadProducts;2020;2020-08;Aug;416257.0;411460.0;0.9884837037641574;407486.0;0.9789388130585165;0.997428682795699
Sales;Checkout Order;0.95;0.99;0.99;1000;1.0;Dashboard;CatalogController::LoadProducts;2020;2020-09;Sep;397210.0;392589.0;0.9883848715185394;388807.0;0.9787565467505204;1.0073385333333331
Sales;Checkout Order;0.95;0.99;0.99;1000;1.0;Dashboard;CatalogController::LoadProducts;2020;2020-10;Oct;410550.0;405873.0;0.9886216064543295;402143.0;0.9794860584403672;0.9851221814516128
Sales;Checkout Order;0.95;0.99;0.99;1000;1.0;Dashboard;CatalogController::LoadProducts;2020;2020-11;Nov;400230.0;395551.0;0.9882909578797512;391538.0;0.9783018194416836;0.9933106930555556
Sales;Checkout Order;0.95;0.99;0.99;1000;1.0;Dashboard;CatalogController::LoadProducts;2020;2020-12;Dec;388063.0;383505.0;0.9883007981611519;379901.0;0.9789631378821324;1.0045333847222224
Sales;Checkout Order;0.95;0.99;0.99;1000;1.0;Dashboard;CatalogController::LoadAwards;2020;2020-01;Jan;401069.0;396407.0;0.9883542104112267;392573.0;0.978888609428126;1.0072783373655916
Sales;Checkout Order;0.95;0.99;0.99;1000;1.0;Dashboard;CatalogController::LoadAwards;2020;2020-02;Feb;387013.0;382272.0;0.9877483732899507;379009.0;0.9793375222302138;0.9875563362068964
Sales;Checkout Order;0.95;0.99;0.99;1000;1.0;Dashboard;CatalogController::LoadAwards;2020;2020-03;Mar;407481.0;402731.0;0.9882735754785023;398817.0;0.9787187937970987;1.0048366532258064
Sales;Checkout Order;0.95;0.99;0.99;1000;1.0;Dashboard;CatalogController::LoadAwards;2020;2020-04;Apr;390657.0;385870.0;0.9877386290042603;382401.0;0.9788557185932357;0.9881788166666666
Sales;Checkout Order;0.95;0.99;0.99;1000;1.0;Dashboard;CatalogController::LoadAwards;2020;2020-05;May;422939.0;417564.0;0.9873066789233594;413855.0;0.9784404926369523;1.0108990430107527
Sales;Checkout Order;0.95;0.99;0.99;1000;1.0;Dashboard;CatalogController::LoadAwards;2020;2020-06;Jun;392773.0;388368.0;0.9887456796768511;384466.0;0.9788409999693761;0.9912088583333334
Sales;Checkout Order;0.95;0.99;0.99;1000;1.0;Dashboard;CatalogController::LoadAwards;2020;2020-07;Jul;405544.0;400861.0;0.9884463322409831;396946.0;0.9787855221642207;0.9994791290322582
Sales;Checkout Order;0.95;0.99;0.99;1000;1.0;Dashboard;CatalogController::LoadAwards;2020;2020-08;Aug;409124.0;404302.0;0.9881898797973674;400524.0;0.9789975444133425;0.9987436008064516
Sales;Checkout Order;0.95;0.99;0.99;1000;1.0;Dashboard;CatalogController::LoadAwards;2020;2020-09;Sep;392431.0;387807.0;0.9881979277753354;384527.0;0.979883260767748;1.0001591222222221
Sales;Checkout Order;0.95;0.99;0.99;1000;1.0;Dashboard;CatalogController::LoadAwards;2020;2020-10;Oct;425097.0;420160.0;0.9883508746282706;416204.0;0.9790308944091443;1.014893927419355
Sales;Checkout Order;0.95;0.99;0.99;1000;1.0;Dashboard;CatalogController::LoadAwards;2020;2020-11;Nov;386399.0;382135.0;0.9889480971147813;378430.0;0.9793992571705299;1.0067984680555555
Sales;Checkout Order;0.95;0.99;0.99;1000;1.0;Dashboard;CatalogController::LoadAwards;2020;2020-12;Dec;395747.0;390956.0;0.9879225794213581;387224.0;0.9784087915538696;0.9935588930555556
Sales;Checkout Order;0.95;0.99;0.99;1000;1.0;Dashboard;CatalogController::LoadNotifications;2020;2020-01;Jan;419070.0;414213.0;0.9884133938869822;410212.0;0.9788579958299761;1.0035496935483874
Sales;Checkout Order;0.95;0.99;0.99;1000;1.0;Dashboard;CatalogController::LoadNotifications;2020;2020-02;Feb;388421.0;383793.0;0.9881068773292488;380409.0;0.9793717201310288;1.0186110761494251
Sales;Checkout Order;0.95;0.99;0.99;1000;1.0;Dashboard;CatalogController::LoadNotifications;2020;2020-03;Mar;408366.0;403654.0;0.9884788524490349;399742.0;0.9788537270950429;0.991311875
Sales;Checkout Order;0.95;0.99;0.99;1000;1.0;Dashboard;CatalogController::LoadNotifications;2020;2020-04;Apr;398701.0;394078.0;0.9883269496276136;390404.0;0.9792025703589882;0.9973115625000002
Sales;Checkout Order;0.95;0.99;0.99;1000;1.0;Dashboard;CatalogController::LoadNotifications;2020;2020-05;May;408154.0;403507.0;0.9886160637537256;399679.0;0.9792019370053376;1.0163173427419356
Sales;Checkout Order;0.95;0.99;0.99;1000;1.0;Dashboard;CatalogController::LoadNotifications;2020;2020-06;Jun;386553.0;382066.0;0.988305480880461;378375.0;0.978755178456404;0.9953392236111112
Sales;Checkout Order;0.95;0.99;0.99;1000;1.0;Dashboard;CatalogController::LoadNotifications;2020;2020-07;Jul;402936.0;398368.0;0.9886347050875951;394581.0;0.9793493506720224;1.0101873763440858
Sales;Checkout Order;0.95;0.99;0.99;1000;1.0;Dashboard;CatalogController::LoadNotifications;2020;2020-08;Aug;404741.0;400179.0;0.9886918351083523;396161.0;0.9787104929164078;1.0025153951612906
Sales;Checkout Order;0.95;0.99;0.99;1000;1.0;Dashboard;CatalogController::LoadNotifications;2020;2020-09;Sep;393501.0;388969.0;0.9884629818057522;385321.0;0.9792428673382912;0.9960140527777777
Sales;Checkout Order;0.95;0.99;0.99;1000;1.0;Dashboard;CatalogController::LoadNotifications;2020;2020-10;Oct;417333.0;412657.0;0.9887867890581327;408702.0;0.9792875940658468;1.0003347002688174
Sales;Checkout Order;0.95;0.99;0.99;1000;1.0;Dashboard;CatalogController::LoadNotifications;2020;2020-11;Nov;393459.0;388806.0;0.9881544849020547;385106.0;0.978811663001238;0.9960768999999998
Sales;Checkout Order;0.95;0.99;0.99;1000;1.0;Dashboard;CatalogController::LoadNotifications;2020;2020-12;Dec;393960.0;389502.0;0.988659264044752;385507.0;0.9785092846885758;1.002360463888889
Sales;Checkout Order;0.95;0.99;0.99;1000;1.0;Dashboard;CatalogController::LoadCategories;2020;2020-01;Jan;419351.0;414546.0;0.988500681196103;410640.0;0.9792978557495627;0.9916675954301076
Sales;Checkout Order;0.95;0.99;0.99;1000;1.0;Dashboard;CatalogController::LoadCategories;2020;2020-02;Feb;382698.0;378168.0;0.9882139462321091;374670.0;0.979005740860092;0.9999245158045976
Sales;Checkout Order;0.95;0.99;0.99;1000;1.0;Dashboard;CatalogController::LoadCategories;2020;2020-03;Mar;407400.0;402516.0;0.9879535930220926;398768.0;0.9787334607985435;0.9942787204301073
Sales;Checkout Order;0.95;0.99;0.99;1000;1.0;Dashboard;CatalogController::LoadCategories;2020;2020-04;Apr;392050.0;387659.0;0.9887799625037268;384094.0;0.9797025276416611;1.0033841625000002
Sales;Checkout Order;0.95;0.99;0.99;1000;1.0;Dashboard;CatalogController::LoadCategories;2020;2020-05;May;408806.0;404098.0;0.9884585315500417;400037.0;0.978520228639965;0.988013569892473
Sales;Checkout Order;0.95;0.99;0.99;1000;1.0;Dashboard;CatalogController::LoadCategories;2020;2020-06;Jun;389250.0;384778.0;0.9885767027676181;381179.0;0.9792707957073069;0.9954204527777776
Sales;Checkout Order;0.95;0.99;0.99;1000;1.0;Dashboard;CatalogController::LoadCategories;2020;2020-07;Jul;412913.0;407956.0;0.9879950203639986;404089.0;0.9786458958110623;0.9940982352150539
Sales;Checkout Order;0.95;0.99;0.99;1000;1.0;Dashboard;CatalogController::LoadCategories;2020;2020-08;Aug;400678.0;395966.0;0.9881764874399198;392320.0;0.9791812706165668;1.0097828212365594
Sales;Checkout Order;0.95;0.99;0.99;1000;1.0;Dashboard;CatalogController::LoadCategories;2020;2020-09;Sep;388356.0;383998.0;0.9887342316364064;380359.0;0.9794503514912061;0.9947253319444443
Sales;Checkout Order;0.95;0.99;0.99;1000;1.0;Dashboard;CatalogController::LoadCategories;2020;2020-10;Oct;406039.0;401455.0;0.9887595261940615;397574.0;0.9791603508954088;0.9952515793010754
Sales;Checkout Order;0.95;0.99;0.99;1000;1.0;Dashboard;CatalogController::LoadCategories;2020;2020-11;Nov;400036.0;395180.0;0.9878725973751687;391659.0;0.9791240385891036;0.9962365638888889
Sales;Checkout Order;0.95;0.99;0.99;1000;1.0;Dashboard;CatalogController::LoadCategories;2020;2020-12;Dec;405482.0;400924.0;0.9887515515172701;396810.0;0.978614917155011;1.0097299513888889
Sales;Checkout Order;0.95;0.99;0.99;1000;1.0;Save item in shopping cart;ShoppingCart::AddItem;2020;2020-01;Jan;407134.0;336703.0;0.8274527179938285;340332.0;0.8354108226247283;0.993163330645161
Sales;Checkout Order;0.95;0.99;0.99;1000;1.0;Save item in shopping cart;ShoppingCart::AddItem;2020;2020-02;Feb;383771.0;319231.0;0.831908179962718;320906.0;0.8367024294596477;0.9835478793103447
Sales;Checkout Order;0.95;0.99;0.99;1000;1.0;Save item in shopping cart;ShoppingCart::AddItem;2020;2020-03;Mar;416997.0;340524.0;0.8168286153470744;345716.0;0.8296927846021063;0.9973278897849461
Sales;Checkout Order;0.95;0.99;0.99;1000;1.0;Save item in shopping cart;ShoppingCart::AddItem;2020;2020-04;Apr;404599.0;325658.0;0.8028157062569707;337358.0;0.8351733541075099;1.0089414180555558
Sales;Checkout Order;0.95;0.99;0.99;1000;1.0;Save item in shopping cart;ShoppingCart::AddItem;2020;2020-05;May;422613.0;342693.0;0.8117394829511405;342169.0;0.8111726258626908;1.0034540322580645
Sales;Checkout Order;0.95;0.99;0.99;1000;1.0;Save item in shopping cart;ShoppingCart::AddItem;2020;2020-06;Jun;409543.0;333828.0;0.8143786397150098;336047.0;0.8215898345631878;0.9957706805555555
Sales;Checkout Order;0.95;0.99;0.99;1000;1.0;Save item in shopping cart;ShoppingCart::AddItem;2020;2020-07;Jul;403911.0;330462.0;0.8180308057071102;332656.0;0.8237228979065037;1.0082707661290322
Sales;Checkout Order;0.95;0.99;0.99;1000;1.0;Save item in shopping cart;ShoppingCart::AddItem;2020;2020-08;Aug;397595.0;325921.0;0.8182401706376329;333920.0;0.8412024614680171;0.9914270887096771
Sales;Checkout Order;0.95;0.99;0.99;1000;1.0;Save item in shopping cart;ShoppingCart::AddItem;2020;2020-09;Sep;395321.0;324260.0;0.8198565535836685;325591.0;0.8237595841687231;1.0094924527777778
Sales;Checkout Order;0.95;0.99;0.99;1000;1.0;Save item in shopping cart;ShoppingCart::AddItem;2020;2020-10;Oct;411968.0;344384.0;0.8359033003041572;336659.0;0.8171307174388815;0.9948780107526881
Sales;Checkout Order;0.95;0.99;0.99;1000;1.0;Save item in shopping cart;ShoppingCart::AddItem;2020;2020-11;Nov;399143.0;324419.0;0.8128348611947406;336678.0;0.8442361020267115;1.0092413763888888
Sales;Checkout Order;0.95;0.99;0.99;1000;1.0;Save item in shopping cart;ShoppingCart::AddItem;2020;2020-12;Dec;395481.0;326848.0;0.8268299413188752;327135.0;0.826490033071392;1.0045133819444445
Sales;Checkout Order;0.95;0.99;0.99;1000;1.0;Save item in shopping cart;ShoppingCart::UpdateNumberOfItemsPerProduct;2020;2020-01;Jan;406486.0;329863.0;0.8125758499121136;333269.0;0.8217241923149916;0.9994319825268816
Sales;Checkout Order;0.95;0.99;0.99;1000;1.0;Save item in shopping cart;ShoppingCart::UpdateNumberOfItemsPerProduct;2020;2020-02;Feb;396425.0;318684.0;0.8042858995899292;324623.0;0.8180053621211733;0.9808498347701147
Sales;Checkout Order;0.95;0.99;0.99;1000;1.0;Save item in shopping cart;ShoppingCart::UpdateNumberOfItemsPerProduct;2020;2020-03;Mar;417234.0;340439.0;0.8159795398910231;337392.0;0.8091572247068878;1.0035034623655914
Sales;Checkout Order;0.95;0.99;0.99;1000;1.0;Save item in shopping cart;ShoppingCart::UpdateNumberOfItemsPerProduct;2020;2020-04;Apr;411639.0;332992.0;0.8097866434473088;343343.0;0.8343909910242453;1.003316326388889
Sales;Checkout Order;0.95;0.99;0.99;1000;1.0;Save item in shopping cart;ShoppingCart::UpdateNumberOfItemsPerProduct;2020;2020-05;May;406796.0;337798.0;0.8287750385378465;335685.0;0.8257893838564325;1.0053431075268817
Sales;Checkout Order;0.95;0.99;0.99;1000;1.0;Save item in shopping cart;ShoppingCart::UpdateNumberOfItemsPerProduct;2020;2020-06;Jun;387163.0;316506.0;0.817351881357164;318543.0;0.8210620508541357;1.0084950611111114
Sales;Checkout Order;0.95;0.99;0.99;1000;1.0;Save item in shopping cart;ShoppingCart::UpdateNumberOfItemsPerProduct;2020;2020-07;Jul;396118.0;316074.0;0.7975853856154251;321858.0;0.8142957112843214;0.9973418830645161
Sales;Checkout Order;0.95;0.99;0.99;1000;1.0;Save item in shopping cart;ShoppingCart::UpdateNumberOfItemsPerProduct;2020;2020-08;Aug;417973.0;344600.0;0.8250407914232104;346109.0;0.8284367376161298;1.0086777365591397
Sales;Checkout Order;0.95;0.99;0.99;1000;1.0;Save item in shopping cart;ShoppingCart::UpdateNumberOfItemsPerProduct;2020;2020-09;Sep;392415.0;314450.0;0.7997662791497248;316509.0;0.8076649567078745;1.0000488541666663
Sales;Checkout Order;0.95;0.99;0.99;1000;1.0;Save item in shopping cart;ShoppingCart::UpdateNumberOfItemsPerProduct;2020;2020-10;Oct;404318.0;331571.0;0.8210596910537881;333307.0;0.8243877738797983;1.0104873387096773
Sales;Checkout Order;0.95;0.99;0.99;1000;1.0;Save item in shopping cart;ShoppingCart::UpdateNumberOfItemsPerProduct;2020;2020-11;Nov;377182.0;313941.0;0.8317262297778654;309015.0;0.8196345551441239;0.9957749166666665
Sales;Checkout Order;0.95;0.99;0.99;1000;1.0;Save item in shopping cart;ShoppingCart::UpdateNumberOfItemsPerProduct;2020;2020-12;Dec;400285.0;331722.0;0.8285393189934259;332161.0;0.8301838016935648;0.9893365180555552
Sales;Checkout Order;0.95;0.99;0.99;1000;1.0;Delete item in shopping cart;ShoppingCart::ListItems;2020;2020-01;Jan;418360.0;341843.0;0.8166838396514999;351857.0;0.8414184608376325;1.0011867365591398
Sales;Checkout Order;0.95;0.99;0.99;1000;1.0;Delete item in shopping cart;ShoppingCart::ListItems;2020;2020-02;Feb;378572.0;309744.0;0.815666137873657;315954.0;0.8340106732965116;1.0068730057471265
Sales;Checkout Order;0.95;0.99;0.99;1000;1.0;Delete item in shopping cart;ShoppingCart::ListItems;2020;2020-03;Mar;404439.0;338970.0;0.8393249689979809;329157.0;0.8126975423935552;0.9904607849462366
Sales;Checkout Order;0.95;0.99;0.99;1000;1.0;Delete item in shopping cart;ShoppingCart::ListItems;2020;2020-04;Apr;389275.0;316606.0;0.8110765735606089;327630.0;0.841300727679199;1.0052479499999998
Sales;Checkout Order;0.95;0.99;0.99;1000;1.0;Delete item in shopping cart;ShoppingCart::ListItems;2020;2020-05;May;417168.0;337125.0;0.8081585341076172;347370.0;0.8332569622635654;0.9911785215053762
Sales;Checkout Order;0.95;0.99;0.99;1000;1.0;Delete item in shopping cart;ShoppingCart::ListItems;2020;2020-06;Jun;406461.0;326819.0;0.806651212924414;332648.0;0.8183942204870862;0.9945601374999999
Sales;Checkout Order;0.95;0.99;0.99;1000;1.0;Delete item in shopping cart;ShoppingCart::ListItems;2020;2020-07;Jul;415029.0;338992.0;0.8147993762055475;338978.0;0.8168849507139665;1.003765827956989
Sales;Checkout Order;0.95;0.99;0.99;1000;1.0;Delete item in shopping cart;ShoppingCart::ListItems;2020;2020-08;Aug;409742.0;337796.0;0.825630767921062;338684.0;0.826902279220241;0.9987281572580645
Sales;Checkout Order;0.95;0.99;0.99;1000;1.0;Delete item in shopping cart;ShoppingCart::ListItems;2020;2020-09;Sep;395902.0;319545.0;0.8069801452996487;333571.0;0.8426362291220629;0.9926001930555556
Sales;Checkout Order;0.95;0.99;0.99;1000;1.0;Delete item in shopping cart;ShoppingCart::ListItems;2020;2020-10;Oct;415619.0;343082.0;0.8250635131646586;340104.0;0.8164314045367497;0.9982310362903227
Sales;Checkout Order;0.95;0.99;0.99;1000;1.0;Delete item in shopping cart;ShoppingCart::ListItems;2020;2020-11;Nov;392266.0;323409.0;0.8241654675132318;328511.0;0.8363460527925952;0.9906373236111111
Sales;Checkout Order;0.95;0.99;0.99;1000;1.0;Delete item in shopping cart;ShoppingCart::ListItems;2020;2020-12;Dec;402264.0;321044.0;0.7971521257579242;328991.0;0.8179202011874748;0.9977024986111113
Sales;Checkout Order;0.95;0.99;0.99;1000;1.0;Delete item in shopping cart;ShoppingCart::DeleteItem;2020;2020-01;Jan;408228.0;336429.0;0.8254304529369804;336110.0;0.8236627110111671;1.0013807809139783
